wave_number,fsc_nomask,fsc_loosemask,fsc_tightmask,fsc_noisesub_raw,fsc_noisesub_true,fsc_noisesub
122.5,0.048795,0.613357,0.86723,0.159942,0.841951,0.841951
123.5,0.053371,0.60647,0.864346,0.152767,0.839885,0.839885
124.5,0.047282,0.596891,0.861071,0.148203,0.836899,0.836899
125.5,0.046563,0.587168,0.855982,0.137934,0.832939,0.832939
126.5,0.042213,0.577296,0.849809,0.129791,0.827408,0.827408
127.5,0.04627,0.564906,0.8433,0.120149,0.821901,0.821901
128.5,0.043636,0.554945,0.838614,0.109989,0.81867,0.81867
129.5,0.040498,0.552279,0.834742,0.097825,0.816822,0.816822
130.5,0.044963,0.553122,0.831332,0.088825,0.81489,0.81489
131.5,0.040892,0.549385,0.827248,0.084098,0.811386,0.811386
132.5,0.037905,0.533251,0.8205,0.081518,0.804569,0.804569
133.5,0.033974,0.510605,0.811926,0.073136,0.797086,0.797086
134.5,0.030496,0.489601,0.802756,0.061907,0.789739,0.789739
135.5,0.024283,0.474784,0.795609,0.048663,0.785154,0.785154
136.5,0.029724,0.465955,0.790044,0.039023,0.781518,0.781518
137.5,0.028165,0.466005,0.787976,0.044075,0.7782,0.7782
138.5,0.029671,0.465804,0.785481,0.05144,0.773848,0.773848
139.5,0.028408,0.464791,0.784626,0.052513,0.772689,0.772689
140.5,0.025493,0.454678,0.783518,0.052353,0.771558,0.771558
141.5,0.027651,0.445566,0.780069,0.052885,0.767789,0.767789
142.5,0.025243,0.44182,0.778182,0.057144,0.764738,0.764738
143.5,0.02476,0.439276,0.775805,0.055198,0.762707,0.762707
144.5,0.023609,0.437092,0.775178,0.050402,0.763245,0.763245
145.5,0.023286,0.43272,0.772738,0.04177,0.762831,0.762831
146.5,0.021946,0.431145,0.770453,0.03556,0.76199,0.76199
147.5,0.021507,0.418032,0.764345,0.028162,0.757516,0.757516
148.5,0.021946,0.40339,0.755029,0.023107,0.749234,0.749234
149.5,0.022414,0.385602,0.743101,0.023268,0.736981,0.736981
150.5,0.020099,0.370426,0.730879,0.026877,0.723446,0.723446
151.5,0.016961,0.352368,0.718599,0.029545,0.710032,0.710032
152.5,0.01846,0.335881,0.705015,0.029832,0.695945,0.695945
153.5,0.011109,0.325024,0.691293,0.021008,0.684668,0.684668
154.5,0.010915,0.310935,0.676251,0.017947,0.670334,0.670334
155.5,0.015568,0.292632,0.662199,0.022128,0.654556,0.654556
156.5,0.011112,0.271839,0.647046,0.027137,0.637201,0.637201
157.5,0.008803,0.253721,0.628995,0.031465,0.616942,0.616942
158.5,0.006459,0.23008,0.60548,0.029255,0.593591,0.593591
159.5,0.003988,0.199261,0.575439,0.026741,0.563774,0.563774
160.5,0.007695,0.169335,0.537098,0.025675,0.5249,0.5249
161.5,0.007101,0.137966,0.492859,0.02412,0.480325,0.480325
162.5,0.001003,0.100917,0.438007,0.018523,0.427401,0.427401
163.5,0.004355,0.07001,0.382808,0.015028,0.373392,0.373392
164.5,0.001095,0.051275,0.329474,0.017022,0.317863,0.317863
165.5,0.004844,0.038102,0.270618,0.019887,0.255819,0.255819
166.5,-0.000417,0.027084,0.218847,0.021539,0.201651,0.201651
167.5,0.000806,0.016514,0.178346,0.022607,0.159341,0.159341
168.5,-0.001644,0.009988,0.154003,0.019784,0.136928,0.136928
169.5,-0.000666,0.004922,0.136212,0.017053,0.121227,0.121227
170.5,0.002119,0.004336,0.120209,0.014137,0.107593,0.107593
171.5,-0.000878,0.000828,0.104509,0.009589,0.095839,0.095839
172.5,0.000886,-0.00694,0.092102,0.010019,0.082914,0.082914
173.5,0.000685,-0.004381,0.079864,0.009676,0.070874,0.070874
174.5,-0.000005,-0.000379,0.069533,0.008774,0.061297,0.061297
175.5,0.000306,0.002178,0.062876,0.007688,0.055615,0.055615
176.5,-0.001744,0.003218,0.056524,0.007792,0.049114,0.049114
177.5,-0.003456,0.004291,0.050934,0.010216,0.041139,0.041139
178.5,0.000361,0.006247,0.045401,0.008554,0.037165,0.037165
179.5,0.00113,0.006187,0.040899,0.005961,0.035147,0.035147
180.5,-0.000056,0.002655,0.037754,0.002001,0.035824,0.035824
181.5,0.000277,-0.000525,0.033976,0.002555,0.031502,0.031502
182.5,-0.000431,0.001321,0.031032,0.005082,0.026083,0.026083
183.5,-0.000106,0.005119,0.026586,0.008661,0.018082,0.018082
184.5,-0.000458,0.008896,0.022411,0.008116,0.014412,0.014412
185.5,0.002325,0.006287,0.01762,0.008082,0.009616,0.009616
186.5,0.000217,0.00134,0.01004,0.011157,-0.001129,-0.001129
187.5,-0.001115,-0.001192,0.011623,0.010546,0.001089,0.001089
188.5,0.000463,-0.001725,0.01912,0.009713,0.009499,0.009499
189.5,-0.002153,0.001754,0.023839,0.007414,0.016548,0.016548
190.5,0.002422,0.002732,0.021627,0.007268,0.014464,0.014464
191.5,-0.000251,0.002616,0.0197,0.009123,0.010674,0.010674
192.5,0.000404,0.003179,0.019406,0.009688,0.009813,0.009813
193.5,0.000013,0.006047,0.020174,0.010244,0.010032,0.010032
194.5,-0.000529,0.006697,0.02052,0.011164,0.009462,0.009462
195.5,-0.000219,0.003381,0.0195,0.009453,0.010144,0.010144
196.5,-0.00139,-0.002163,0.015061,0.011428,0.003675,0.003675
197.5,-0.002476,-0.004065,0.009303,0.013147,-0.003895,-0.003895
