wave_number,fsc_nomask,fsc_loosemask,fsc_tightmask,fsc_noisesub_raw,fsc_noisesub_true,fsc_noisesub
96.5,0.012946,0.024791,0.125591,0.068287,0.061504,0.061504
97.5,0.006702,0.021521,0.095547,0.058446,0.039405,0.039405
98.5,0.004531,0.021683,0.077225,0.053659,0.024902,0.024902
99.5,0.008443,0.020718,0.062547,0.052504,0.010599,0.010599
100.5,0.003844,0.023318,0.051195,0.052206,-0.001067,-0.001067
101.5,0.003031,0.02278,0.047797,0.049399,-0.001685,-0.001685
102.5,-0.001511,0.019094,0.044757,0.045315,-0.000585,-0.000585
103.5,-0.003866,0.013057,0.042878,0.040739,0.00223,0.00223
104.5,-0.004226,-0.000842,0.037876,0.041421,-0.003699,-0.003699
105.5,-0.002736,0.012739,0.042663,0.034697,0.008252,0.008252
106.5,0.006664,0.028172,0.039542,0.023998,0.015926,0.015926
107.5,0.007638,0.010755,0.035279,0.012116,0.023447,0.023447
108.5,-0.002014,0.004223,0.034303,0.012521,0.022058,0.022058
109.5,0.001184,0.013004,0.031584,0.014203,0.017631,0.017631
110.5,0.004181,0.008329,0.021562,0.007025,0.01464,0.01464
111.5,0.003314,-0.001844,0.014382,-0.006887,0.021124,0.021124
112.5,0.000425,-0.000823,0.003204,-0.017339,0.020193,0.020193
113.5,-0.000767,-0.003413,0.002013,-0.014677,0.016449,0.016449
114.5,-0.005409,-0.005085,0.008093,-0.01202,0.019874,0.019874
115.5,0.003302,0.00127,0.022463,-0.003978,0.026337,0.026337
116.5,0.006603,0.011073,0.031737,-0.000714,0.032429,0.032429
117.5,0.001364,0.012739,0.029606,-0.001211,0.03078,0.03078
118.5,0.003998,-0.002098,0.022583,-0.002986,0.025492,0.025492
119.5,-0.000269,-0.001253,0.017466,0.002749,0.014757,0.014757
120.5,0.000299,-0.001765,0.010285,0.004247,0.006063,0.006063
121.5,0.002962,-0.013774,-0.000038,0.007266,-0.007358,-0.007358
122.5,0.001543,-0.014426,-0.010474,0.006482,-0.017067,-0.017067
123.5,-0.002616,-0.001598,-0.011362,0.004887,-0.016329,-0.016329
124.5,-0.002846,-0.005254,-0.011565,0.003762,-0.015384,-0.015384
125.5,0.003921,-0.007749,-0.01101,0.003398,-0.014457,-0.014457
126.5,-0.002531,-0.013573,-0.008303,0.001917,-0.010239,-0.010239
127.5,0.001477,-0.006231,-0.008559,0.006145,-0.014794,-0.014794
128.5,0.001188,0.008418,-0.009825,0.001001,-0.010838,-0.010838
129.5,0.000838,0.007036,-0.013316,-0.004164,-0.009114,-0.009114
130.5,0.001705,-0.003462,-0.011904,-0.006526,-0.005343,-0.005343
131.5,0.000685,-0.006731,-0.010558,-0.004519,-0.006012,-0.006012
132.5,-0.000395,0.004468,-0.013468,-0.001426,-0.012024,-0.012024
133.5,-0.002422,0.008681,-0.017265,0.006571,-0.023994,-0.023994
134.5,0.000494,-0.007188,-0.017212,0.011879,-0.02944,-0.02944
135.5,0.002438,0.003545,-0.008565,0.013579,-0.02245,-0.02245
136.5,0.003133,0.006142,-0.004107,0.008399,-0.012612,-0.012612
137.5,-0.000921,-0.00166,0.004213,0.003246,0.00097,0.00097
138.5,0.000163,0.003574,0.009267,0.002846,0.006439,0.006439
139.5,0.004476,0.017672,0.009386,0.0054,0.004007,0.004007
140.5,-0.002427,0.009635,0.005494,0.007703,-0.002226,-0.002226
141.5,0.000162,0.004977,0.00109,0.007638,-0.006598,-0.006598
142.5,0.000526,0.002565,-0.002315,0.008251,-0.010655,-0.010655
143.5,0.002954,-0.007427,-0.00004,0.010065,-0.010207,-0.010207
144.5,0.000375,0.004764,0.005861,0.008878,-0.003044,-0.003044
145.5,0.002279,0.012952,0.00101,0.009508,-0.00858,-0.00858
146.5,-0.006438,-0.006827,-0.001668,0.012613,-0.014464,-0.014464
147.5,-0.003359,-0.007214,-0.000878,0.012554,-0.013603,-0.013603
148.5,0.003574,0.008217,0.000832,0.007311,-0.006527,-0.006527
149.5,0.000808,0.006584,-0.002807,0.002837,-0.00566,-0.00566
150.5,-0.000505,0.003592,-0.010604,0.010085,-0.0209,-0.0209
151.5,-0.003352,0.008371,-0.012704,0.010254,-0.023197,-0.023197
152.5,0.000909,0.016337,-0.008913,0.008468,-0.01753,-0.01753
153.5,0.000174,0.006784,-0.001026,-0.000594,-0.000432,-0.000432
154.5,0.001419,-0.00328,0.004176,-0.011401,0.015402,0.015402
155.5,0.001698,-0.005817,0.003844,-0.010269,0.01397,0.01397
156.5,-0.003043,0.003878,0.00404,-0.004726,0.008725,0.008725
157.5,-0.001147,0.00233,0.003989,0.003889,0.000101,0.000101
