wave_number,fsc_nomask,fsc_loosemask,fsc_tightmask,fsc_noisesub_raw,fsc_noisesub_true,fsc_noisesub
62.5,0.69175,0.922793,0.971787,0.971904,-0.004171,0.971787
63.5,0.686726,0.924025,0.970005,0.970108,-0.003452,0.970005
64.5,0.670777,0.919815,0.967063,0.967168,-0.00319,0.967063
65.5,0.655346,0.911149,0.964207,0.964395,-0.005293,0.964207
66.5,0.647698,0.90471,0.961922,0.962168,-0.006489,0.961922
67.5,0.647409,0.900235,0.960209,0.960382,-0.004352,0.960209
68.5,0.639819,0.896504,0.958385,0.958696,-0.007526,0.958385
69.5,0.626205,0.892062,0.95626,0.956541,-0.006464,0.95626
70.5,0.619291,0.887302,0.953129,0.953258,-0.002748,0.953129
71.5,0.604242,0.883089,0.949572,0.949689,-0.00233,0.949572
72.5,0.59901,0.877793,0.943704,0.944081,-0.00673,0.943704
73.5,0.583949,0.86975,0.938106,0.938761,-0.010704,0.938106
74.5,0.572232,0.861696,0.933362,0.933989,-0.009502,0.933362
75.5,0.565719,0.854883,0.930223,0.930714,-0.007084,0.930223
76.5,0.547094,0.848907,0.925431,0.925841,-0.005519,0.925431
77.5,0.544415,0.841771,0.920509,0.921113,-0.007665,0.920509
78.5,0.538029,0.838832,0.918165,0.919161,-0.012321,0.918165
79.5,0.545013,0.837687,0.917334,0.91913,-0.022202,0.917334
80.5,0.538357,0.834164,0.917117,0.918864,-0.021526,0.917117
81.5,0.531407,0.833651,0.917282,0.918564,-0.015741,0.917282
82.5,0.537192,0.833637,0.917122,0.918133,-0.012347,0.917122
83.5,0.518337,0.824957,0.913122,0.913984,-0.010023,0.913122
84.5,0.504991,0.816377,0.907593,0.908377,-0.008551,0.907593
85.5,0.488304,0.807525,0.901512,0.902864,-0.013911,0.901512
86.5,0.471139,0.800846,0.897339,0.899944,-0.026038,0.897339
87.5,0.458058,0.792142,0.893511,0.8974,-0.03791,0.893511
88.5,0.450364,0.784894,0.890868,0.893453,-0.024256,0.890868
89.5,0.438199,0.782262,0.891412,0.881225,0.085766,0.891412
90.5,0.428994,0.773618,0.888748,0.841463,0.298258,0.888748
91.5,0.412637,0.764226,0.883833,0.742564,0.548755,0.883833
92.5,0.390307,0.756478,0.87585,0.559808,0.717964,0.717964
93.5,0.37532,0.748931,0.86918,0.385024,0.787276,0.787276
94.5,0.358538,0.731498,0.863893,0.289318,0.808484,0.808484
95.5,0.339166,0.712883,0.859301,0.27642,0.805552,0.805552
96.5,0.315194,0.700449,0.854372,0.272948,0.799701,0.799701
97.5,0.303386,0.692415,0.853071,0.246189,0.805085,0.805085
98.5,0.297778,0.691748,0.852782,0.236964,0.807063,0.807063
99.5,0.298804,0.691795,0.854793,0.226734,0.812216,0.812216
100.5,0.272243,0.676438,0.851679,0.207084,0.812942,0.812942
101.5,0.243761,0.645459,0.837312,0.182242,0.801056,0.801056
102.5,0.220069,0.609316,0.818827,0.160787,0.784115,0.784115
103.5,0.178814,0.573518,0.802933,0.155289,0.766705,0.766705
104.5,0.149972,0.526218,0.785888,0.159127,0.745369,0.745369
105.5,0.118272,0.47869,0.765366,0.152461,0.723159,0.723159
106.5,0.110121,0.443046,0.745443,0.142025,0.703305,0.703305
107.5,0.090589,0.40054,0.720675,0.13309,0.677792,0.677792
108.5,0.072521,0.345256,0.683234,0.116847,0.641323,0.641323
109.5,0.059173,0.29612,0.639308,0.117599,0.591238,0.591238
110.5,0.051115,0.265022,0.597554,0.120922,0.542195,0.542195
111.5,0.048507,0.255945,0.568766,0.108711,0.516169,0.516169
112.5,0.049824,0.220184,0.533978,0.098252,0.483202,0.483202
113.5,0.022972,0.150556,0.46304,0.092639,0.408217,0.408217
114.5,0.012362,0.109173,0.373943,0.083174,0.317148,0.317148
115.5,0.021901,0.092921,0.305284,0.08188,0.243328,0.243328
116.5,0.000544,0.074092,0.261379,0.077116,0.19966,0.19966
117.5,0.003563,0.058892,0.224312,0.069513,0.166363,0.166363
118.5,0.003417,0.052646,0.174994,0.063624,0.118938,0.118938
119.5,-0.004226,0.044358,0.147535,0.062307,0.090891,0.090891
120.5,0.000058,0.017811,0.129059,0.05992,0.073546,0.073546
121.5,-0.000471,0.005636,0.103867,0.051173,0.055535,0.055535
122.5,-0.003667,0.013779,0.086382,0.041201,0.047122,0.047122
123.5,0.008862,0.022587,0.076797,0.032268,0.046014,0.046014
124.5,0.011832,0.028307,0.061202,0.028766,0.033397,0.033397
125.5,0.010182,0.030365,0.044609,0.031715,0.013316,0.013316
126.5,0.00396,0.023751,0.039757,0.027625,0.012477,0.012477
127.5,0.00263,0.008158,0.049514,0.018241,0.031854,0.031854
128.5,-0.002171,0.005132,0.06034,0.014651,0.046368,0.046368
129.5,0.001607,0.006899,0.06585,0.014193,0.052401,0.052401
130.5,0.001681,0.004761,0.066036,0.010001,0.056601,0.056601
131.5,-0.00362,0.013512,0.051077,0.01215,0.039406,0.039406
132.5,0.000769,0.016833,0.029936,0.017867,0.012288,0.012288
133.5,0.000733,0.00861,0.021347,0.022226,-0.000899,-0.000899
134.5,-0.00235,-0.002039,0.03014,0.025561,0.004699,0.004699
135.5,0.005695,0.014418,0.045417,0.026226,0.019708,0.019708
136.5,0.00685,0.020457,0.042879,0.018369,0.024968,0.024968
137.5,-0.000304,0.011845,0.028701,0.012105,0.016799,0.016799
138.5,-0.000583,0.011865,0.017286,0.014945,0.002377,0.002377
139.5,0.000861,0.011002,0.008498,0.018658,-0.010353,-0.010353
140.5,-0.00171,0.005241,0.017627,0.017837,-0.000214,-0.000214
141.5,-0.000687,0.002855,0.022042,0.013379,0.00878,0.00878
142.5,0.000076,0.008209,0.004441,0.010143,-0.00576,-0.00576
143.5,0.006966,0.006476,0.012864,0.008291,0.004611,0.004611
144.5,0.005935,0.012472,0.03074,0.007612,0.023306,0.023306
145.5,-0.001762,0.008259,0.025612,0.013421,0.012357,0.012357
146.5,-0.000945,-0.003362,0.01401,0.015751,-0.001769,-0.001769
147.5,-0.005862,-0.006886,0.014399,0.009789,0.004656,0.004656
148.5,-0.00001,-0.000878,0.011714,0.001202,0.010524,0.010524
149.5,0.000906,0.00314,0.00738,-0.00167,0.009035,0.009035
150.5,-0.006666,-0.006665,0.002132,-0.001942,0.004067,0.004067
151.5,0.000097,0.0048,0.01163,-0.000866,0.012485,0.012485
152.5,0.003422,0.003721,0.011695,-0.005768,0.017363,0.017363
153.5,0.001538,-0.014889,0.000388,-0.010177,0.010458,0.010458
154.5,0.00036,-0.011593,-0.002788,-0.007483,0.00466,0.00466
155.5,0.001751,0.000987,-0.000966,0.004094,-0.00508,-0.00508
156.5,-0.001194,-0.000068,0.005048,0.011113,-0.006133,-0.006133
157.5,-0.004125,-0.005519,0.017343,0.007732,0.009686,0.009686
158.5,-0.00066,-0.002961,0.019395,0.000658,0.018749,0.018749
159.5,0.00232,0.009075,0.006312,-0.00565,0.011895,0.011895
160.5,-0.000775,0.006983,0.002887,-0.005542,0.008383,0.008383
161.5,0.000307,0.012083,0.012228,-0.003511,0.015684,0.015684
162.5,0.001871,0.003295,0.00299,-0.001045,0.00403,0.00403
163.5,-0.001124,0.005502,-0.011237,0.00612,-0.017463,-0.017463
164.5,-0.004834,0.006531,-0.014891,0.012727,-0.027974,-0.027974
165.5,0.0046,-0.000872,-0.007362,0.009623,-0.01715,-0.01715
166.5,-0.002072,-0.008329,-0.001586,0.004892,-0.00651,-0.00651
167.5,0.00069,-0.006659,0.007061,0.00327,0.003803,0.003803
168.5,-0.003243,0.000943,0.00872,0.002285,0.006449,0.006449
169.5,0.00421,0.002694,0.002482,0.001544,0.000939,0.000939
170.5,-0.000197,0.005483,0.000431,0.003092,-0.00267,-0.00267
171.5,-0.000133,0.003451,-0.003814,0.005912,-0.009784,-0.009784
172.5,0.001826,-0.004232,-0.001715,0.003313,-0.005045,-0.005045
173.5,0.006534,-0.001357,-0.000289,0.000842,-0.001132,-0.001132
174.5,-0.005531,0.006425,0.003732,0.00245,0.001285,0.001285
175.5,0.005107,0.000685,0.005347,0.009135,-0.003823,-0.003823
176.5,-0.003481,0.000936,0.018282,0.008737,0.009629,0.009629
177.5,0.002199,-0.000297,0.023369,0.009743,0.01376,0.01376
