wave_number,fsc_nomask,fsc_loosemask,fsc_tightmask,fsc_noisesub_raw,fsc_noisesub_true,fsc_noisesub
36.5,0.948475,0.998591,0.999725,0.999723,0.007107,0.999725
37.5,0.938774,0.998398,0.999696,0.999695,0.002344,0.999696
38.5,0.929142,0.99821,0.999664,0.999664,0.000886,0.999664
39.5,0.918188,0.998042,0.999635,0.999641,-0.01675,0.999635
40.5,0.912707,0.997904,0.999599,0.999597,0.006354,0.999599
41.5,0.911368,0.997789,0.99957,0.999575,-0.01023,0.99957
42.5,0.910148,0.997702,0.999557,0.999553,0.01066,0.999557
43.5,0.903009,0.997692,0.999546,0.999548,-0.005149,0.999546
44.5,0.893358,0.99763,0.999534,0.999538,-0.00878,0.999534
45.5,0.891102,0.9975,0.999532,0.999538,-0.013161,0.999532
46.5,0.878938,0.997193,0.999504,0.999509,-0.00959,0.999504
47.5,0.873585,0.996865,0.999483,0.999485,-0.004053,0.999483
48.5,0.868025,0.996606,0.99947,0.999468,0.004146,0.99947
49.5,0.857207,0.996508,0.999461,0.999466,-0.008255,0.999461
50.5,0.854666,0.996452,0.999449,0.99946,-0.019314,0.999449
51.5,0.848073,0.996412,0.99942,0.999432,-0.020667,0.99942
52.5,0.837302,0.9963,0.999376,0.999401,-0.0416,0.999376
53.5,0.835071,0.996296,0.999332,0.999343,-0.016321,0.999332
54.5,0.827652,0.996198,0.999278,0.999293,-0.020138,0.999278
55.5,0.823397,0.996052,0.999235,0.999256,-0.028187,0.999235
56.5,0.820217,0.995753,0.999204,0.999216,-0.014899,0.999204
57.5,0.803487,0.995428,0.999163,0.999175,-0.014962,0.999163
58.5,0.782395,0.995096,0.999088,0.999117,-0.032818,0.999088
59.5,0.77324,0.994651,0.999001,0.999024,-0.023449,0.999001
60.5,0.747382,0.994075,0.998887,0.998918,-0.028029,0.998887
61.5,0.709482,0.993417,0.998761,0.998794,-0.027537,0.998761
62.5,0.687221,0.992631,0.998599,0.998647,-0.035153,0.998599
63.5,0.661529,0.991691,0.998443,0.998487,-0.028757,0.998443
64.5,0.638358,0.99049,0.998225,0.998281,-0.032552,0.998225
65.5,0.603771,0.988963,0.998016,0.998075,-0.030662,0.998016
66.5,0.556701,0.987384,0.997792,0.997858,-0.030606,0.997792
67.5,0.524067,0.985651,0.997529,0.99759,-0.025103,0.997529
68.5,0.492538,0.984,0.997259,0.99731,-0.018834,0.997259
69.5,0.471477,0.982662,0.996963,0.997011,-0.016195,0.996963
70.5,0.449686,0.981839,0.996661,0.996712,-0.015573,0.996661
71.5,0.42465,0.980661,0.996341,0.996389,-0.013187,0.996341
72.5,0.404147,0.979119,0.996109,0.996157,-0.012611,0.996109
73.5,0.380887,0.977075,0.995861,0.9959,-0.009581,0.995861
74.5,0.37008,0.975932,0.995664,0.995671,-0.001707,0.995664
75.5,0.366406,0.975393,0.995535,0.995498,0.008327,0.995535
76.5,0.357843,0.975228,0.995412,0.995353,0.012622,0.995412
77.5,0.343557,0.974683,0.99523,0.995175,0.011267,0.99523
78.5,0.340939,0.97389,0.994944,0.994924,0.003934,0.994944
79.5,0.342569,0.973545,0.994688,0.9947,-0.002261,0.994688
80.5,0.347343,0.973514,0.994473,0.994521,-0.008713,0.994473
81.5,0.334302,0.973669,0.994396,0.994423,-0.004692,0.994396
82.5,0.324161,0.973274,0.994253,0.994258,-0.000882,0.994253
83.5,0.32218,0.972743,0.994119,0.994098,0.003666,0.994119
84.5,0.322385,0.972138,0.994002,0.993967,0.005839,0.994002
85.5,0.311279,0.97157,0.993846,0.993831,0.002406,0.993846
86.5,0.309972,0.971055,0.993781,0.993761,0.003143,0.993781
87.5,0.294232,0.970131,0.993647,0.993613,0.005338,0.993647
88.5,0.289519,0.968552,0.993427,0.993336,0.013533,0.993427
89.5,0.276308,0.966434,0.993062,0.992964,0.013869,0.993062
90.5,0.268189,0.963619,0.992466,0.992367,0.012978,0.992466
91.5,0.246902,0.960676,0.991775,0.99173,0.005463,0.991775
92.5,0.220167,0.957017,0.99098,0.99107,-0.009985,0.99098
93.5,0.210385,0.953863,0.990295,0.990503,-0.021871,0.990295
94.5,0.193567,0.950886,0.989778,0.989982,-0.020462,0.989778
95.5,0.19368,0.948946,0.989267,0.989398,-0.012391,0.989267
96.5,0.183205,0.947267,0.98882,0.988796,0.002171,0.98882
97.5,0.187885,0.945092,0.988253,0.98799,0.021872,0.988253
98.5,0.175039,0.942593,0.987492,0.986907,0.04474,0.987492
99.5,0.171599,0.941066,0.986878,0.985776,0.07747,0.986878
100.5,0.165145,0.940425,0.986203,0.984369,0.117358,0.986203
101.5,0.16538,0.939612,0.98566,0.982707,0.170779,0.98566
102.5,0.155541,0.937077,0.984912,0.980248,0.236085,0.984912
103.5,0.148594,0.933764,0.984357,0.97714,0.315693,0.984357
104.5,0.144969,0.929994,0.983494,0.972071,0.408999,0.983494
105.5,0.138247,0.926762,0.982867,0.96451,0.517237,0.982867
106.5,0.130709,0.924798,0.982195,0.952695,0.623605,0.982195
107.5,0.128754,0.922849,0.981564,0.936002,0.711936,0.711936
108.5,0.130193,0.921039,0.980925,0.914686,0.77642,0.77642
109.5,0.126172,0.918457,0.980139,0.889483,0.820292,0.820292
110.5,0.124091,0.916297,0.979488,0.865158,0.847883,0.847883
111.5,0.122866,0.915221,0.979026,0.841175,0.867941,0.867941
112.5,0.113837,0.915158,0.978815,0.820291,0.882115,0.882115
113.5,0.11744,0.915305,0.978782,0.801788,0.892954,0.892954
114.5,0.112836,0.915108,0.978723,0.780829,0.902922,0.902922
115.5,0.11275,0.915073,0.978561,0.760835,0.91036,0.91036
116.5,0.115987,0.914324,0.978332,0.738203,0.917233,0.917233
117.5,0.120179,0.912519,0.978072,0.717561,0.92236,0.92236
118.5,0.115637,0.910104,0.977646,0.697463,0.92611,0.92611
119.5,0.112565,0.90735,0.976908,0.675849,0.928762,0.928762
120.5,0.109056,0.904124,0.976024,0.651386,0.931226,0.931226
121.5,0.104843,0.899768,0.974835,0.621597,0.933496,0.933496
122.5,0.096899,0.89496,0.973585,0.588076,0.935874,0.935874
123.5,0.091766,0.889374,0.972064,0.554174,0.937339,0.937339
124.5,0.08689,0.886423,0.970926,0.529392,0.938219,0.938219
125.5,0.088477,0.883985,0.969757,0.510284,0.938244,0.938244
126.5,0.085934,0.881376,0.968802,0.491738,0.938619,0.938619
127.5,0.081485,0.87875,0.968094,0.47243,0.939523,0.939523
128.5,0.08225,0.876597,0.967509,0.449615,0.940966,0.940966
129.5,0.082969,0.875731,0.967013,0.429151,0.942215,0.942215
130.5,0.075,0.87528,0.966502,0.414183,0.942819,0.942819
131.5,0.078676,0.874961,0.966021,0.398781,0.943483,0.943483
132.5,0.081348,0.873144,0.965385,0.379842,0.944184,0.944184
133.5,0.072959,0.869599,0.964735,0.355601,0.945275,0.945275
134.5,0.070936,0.865523,0.963515,0.328212,0.94569,0.94569
135.5,0.065342,0.86083,0.961872,0.308468,0.944864,0.944864
136.5,0.064872,0.856259,0.960072,0.296787,0.943221,0.943221
137.5,0.065131,0.848205,0.957989,0.287774,0.941015,0.941015
138.5,0.057409,0.83876,0.955867,0.278693,0.938815,0.938815
139.5,0.054638,0.82946,0.953774,0.267035,0.936933,0.936933
140.5,0.049524,0.821508,0.952047,0.256864,0.935472,0.935472
141.5,0.049275,0.814733,0.950305,0.24555,0.93413,0.93413
142.5,0.048812,0.80816,0.948551,0.231916,0.933016,0.933016
143.5,0.049342,0.80354,0.946799,0.21802,0.931966,0.931966
144.5,0.047087,0.80025,0.944988,0.203601,0.930924,0.930924
145.5,0.044031,0.797778,0.943385,0.187483,0.930322,0.930322
146.5,0.04237,0.796077,0.941878,0.175663,0.929493,0.929493
147.5,0.041266,0.792344,0.940195,0.163955,0.928466,0.928466
148.5,0.039235,0.786012,0.938672,0.154333,0.927479,0.927479
149.5,0.040797,0.778443,0.936908,0.148164,0.925934,0.925934
150.5,0.038521,0.770534,0.934996,0.142349,0.924207,0.924207
151.5,0.038396,0.765998,0.933539,0.138602,0.922846,0.922846
152.5,0.039091,0.761335,0.931973,0.135212,0.921337,0.921337
153.5,0.035168,0.75598,0.93029,0.130652,0.919814,0.919814
154.5,0.033592,0.750167,0.928227,0.122241,0.918231,0.918231
155.5,0.035911,0.745994,0.926003,0.111897,0.91668,0.91668
156.5,0.032866,0.741859,0.923933,0.099604,0.915518,0.915518
157.5,0.032678,0.738177,0.922389,0.093911,0.914345,0.914345
158.5,0.027919,0.734788,0.921646,0.086868,0.914192,0.914192
159.5,0.030305,0.732485,0.921079,0.083905,0.91385,0.91385
160.5,0.034693,0.729479,0.920462,0.083551,0.913211,0.913211
161.5,0.030592,0.727745,0.920219,0.080969,0.91319,0.91319
162.5,0.029991,0.724418,0.918856,0.075513,0.912228,0.912228
163.5,0.029341,0.721191,0.917485,0.06514,0.911736,0.911736
164.5,0.02815,0.717083,0.914975,0.053319,0.910186,0.910186
165.5,0.029157,0.709627,0.911788,0.041406,0.907978,0.907978
166.5,0.025478,0.700651,0.908192,0.035795,0.904783,0.904783
167.5,0.021895,0.690521,0.90382,0.033163,0.900521,0.900521
168.5,0.019936,0.682052,0.899777,0.038892,0.895722,0.895722
169.5,0.023343,0.672683,0.895756,0.042038,0.891182,0.891182
170.5,0.022202,0.666482,0.893519,0.045717,0.888418,0.888418
171.5,0.026189,0.66076,0.892427,0.043836,0.887496,0.887496
172.5,0.020416,0.656381,0.891051,0.039266,0.886598,0.886598
173.5,0.01972,0.654697,0.890128,0.039431,0.885618,0.885618
174.5,0.020514,0.651018,0.887842,0.035475,0.883717,0.883717
175.5,0.019738,0.644365,0.884933,0.034057,0.880876,0.880876
176.5,0.022282,0.636959,0.881424,0.028149,0.877989,0.877989
177.5,0.016472,0.626721,0.877364,0.018839,0.875009,0.875009
178.5,0.017169,0.616394,0.873633,0.009215,0.872458,0.872458
179.5,0.015937,0.603933,0.86951,0.003007,0.869116,0.869116
180.5,0.017508,0.593578,0.865575,-0.000985,0.865708,0.865708
181.5,0.014918,0.585666,0.861711,-0.002111,0.862003,0.862003
182.5,0.019669,0.578873,0.857271,-0.000202,0.8573,0.8573
183.5,0.014288,0.56977,0.852064,0.000654,0.851967,0.851967
184.5,0.010982,0.559324,0.845996,-0.00212,0.846322,0.846322
185.5,0.012611,0.548077,0.839015,-0.001242,0.839215,0.839215
186.5,0.015055,0.541388,0.834243,0.001433,0.834006,0.834006
187.5,0.011811,0.540133,0.831956,0.003278,0.831403,0.831403
188.5,0.013393,0.54516,0.833195,0.001706,0.83291,0.83291
189.5,0.013252,0.549695,0.836168,0.000084,0.836154,0.836154
190.5,0.016104,0.553441,0.83854,-0.006771,0.839626,0.839626
191.5,0.013849,0.555201,0.839701,-0.009899,0.841273,0.841273
192.5,0.011416,0.552885,0.838026,-0.008738,0.839429,0.839429
193.5,0.013335,0.545915,0.834127,-0.002868,0.834602,0.834602
194.5,0.013687,0.53824,0.829808,0.004943,0.828962,0.828962
195.5,0.012406,0.529593,0.824681,0.010298,0.822856,0.822856
196.5,0.010825,0.523383,0.820515,0.014067,0.817954,0.817954
197.5,0.011055,0.516079,0.816932,0.016935,0.813779,0.813779
198.5,0.008165,0.508204,0.813598,0.016394,0.810492,0.810492
199.5,0.010552,0.501433,0.810684,0.016631,0.807482,0.807482
200.5,0.008171,0.494722,0.807217,0.018947,0.803493,0.803493
201.5,0.008376,0.487494,0.80254,0.022678,0.797958,0.797958
202.5,0.011998,0.476643,0.796748,0.027307,0.791042,0.791042
203.5,0.010546,0.463481,0.789334,0.031334,0.782519,0.782519
204.5,0.010629,0.450093,0.780598,0.033907,0.772898,0.772898
205.5,0.007565,0.439877,0.772502,0.033174,0.764696,0.764696
206.5,0.006572,0.42837,0.763762,0.031101,0.756178,0.756178
207.5,0.004216,0.415727,0.755059,0.029778,0.747541,0.747541
208.5,0.007194,0.401145,0.746295,0.026785,0.739313,0.739313
209.5,0.006642,0.384311,0.736305,0.025217,0.729484,0.729484
210.5,0.005296,0.366674,0.725317,0.024461,0.71843,0.71843
211.5,0.005291,0.346515,0.71202,0.023881,0.704974,0.704974
212.5,0.0061,0.32475,0.697189,0.024646,0.689537,0.689537
213.5,0.006162,0.298174,0.679004,0.024014,0.671106,0.671106
214.5,0.006251,0.274679,0.656923,0.02454,0.648292,0.648292
215.5,0.006524,0.251556,0.632768,0.022698,0.624239,0.624239
216.5,0.005505,0.227216,0.606891,0.019946,0.598891,0.598891
217.5,0.000782,0.206269,0.581346,0.016361,0.574383,0.574383
218.5,0.001507,0.187408,0.556927,0.011916,0.551584,0.551584
219.5,0.002153,0.167097,0.529437,0.00777,0.525752,0.525752
220.5,0.002116,0.143969,0.498573,0.003898,0.49661,0.49661
221.5,0.003567,0.112229,0.459188,0.002654,0.457749,0.457749
222.5,0.003526,0.080604,0.416222,0.001836,0.415149,0.415149
223.5,0.000551,0.053061,0.37499,0.001158,0.374265,0.374265
224.5,-0.002397,0.035218,0.337619,0.001063,0.336914,0.336914
225.5,0.000996,0.027267,0.305182,0.001586,0.304079,0.304079
226.5,0.002465,0.02634,0.278494,0.001225,0.277609,0.277609
227.5,0.000648,0.025737,0.251978,0.002503,0.250101,0.250101
228.5,-0.001362,0.024743,0.22746,0.004571,0.223913,0.223913
229.5,0.000028,0.022567,0.204141,0.007097,0.198453,0.198453
230.5,-0.000023,0.020111,0.18446,0.008312,0.177625,0.177625
231.5,-0.000339,0.015953,0.165871,0.010052,0.157401,0.157401
232.5,-0.000487,0.012222,0.150071,0.007882,0.143319,0.143319
233.5,-0.000906,0.009816,0.134504,0.009345,0.12634,0.12634
234.5,0.000859,0.010329,0.121567,0.008742,0.11382,0.11382
235.5,-0.002056,0.008389,0.111126,0.011289,0.100977,0.100977
236.5,0.001907,0.009073,0.104589,0.012952,0.09284,0.09284
237.5,-0.000838,0.010501,0.097977,0.012659,0.086412,0.086412
238.5,-0.000981,0.012567,0.090522,0.010678,0.080706,0.080706
239.5,-0.001694,0.015517,0.083459,0.007078,0.076926,0.076926
240.5,-0.000338,0.016114,0.073279,0.003208,0.070296,0.070296
241.5,-0.000873,0.014278,0.063928,0.002115,0.061944,0.061944
242.5,0.000396,0.012272,0.058045,0.003053,0.055161,0.055161
243.5,-0.000499,0.009714,0.051826,0.005208,0.046862,0.046862
244.5,-0.000437,0.009249,0.050302,0.005412,0.045134,0.045134
245.5,-0.001696,0.010642,0.047093,0.005312,0.042005,0.042005
246.5,0.000261,0.009657,0.045733,0.003552,0.042331,0.042331
247.5,-0.000757,0.007983,0.044579,0.002572,0.042116,0.042116
