frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,5.986954530718089273e+01,1.784987764421683920e+01,-6.571473177470660981e-03,5.959880918099352130e+02,6.773433448956089897e-02,nan,9.563633440930548346e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.016989673879508302e+02,2.009793377957052485e+01,-5.673308328352090479e-03,5.158929033372935464e+02,7.924890320147970346e-02,nan,6.593692689019615472e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.116056362996306746e+02,3.194822569145735258e+01,-6.953542836409228392e-03,6.300597228389096927e+02,4.001529687253235767e-02,nan,7.029053921068081578e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.823838230098138240e+02,3.483985072193829069e+01,-1.481610770971812305e-02,1.331215658772126744e+03,2.166433123268862726e-02,nan,2.322657860921641415e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.539273246639538684e+02,4.462746778257194080e+01,-5.268982381431736202e-03,4.798365346709554728e+02,7.252791925594093136e-02,nan,2.192282841214668210e+01,1.000000000000000000e+00
5.000000000000000000e+00,3.214171612240938458e+01,5.046545497088664689e+01,-1.846342522066917943e-02,1.656470631448780296e+03,7.689458424271566894e-02,nan,1.425465653200881633e+01,1.000000000000000000e+00
5.000000000000000000e+00,6.844300634710207021e+01,5.202415096639462888e+01,-5.000984402699487456e-03,4.559374156641140416e+02,1.805873211563016056e-01,nan,1.163687835290365769e+01,1.000000000000000000e+00
5.000000000000000000e+00,7.937534987592187008e+01,5.601173203367709874e+01,-8.054300580901731579e-03,7.282214345718612094e+02,4.934281589227373921e-02,nan,1.163687835290365769e+01,1.000000000000000000e+00
5.000000000000000000e+00,4.789881458788531887e+01,5.781567620514171324e+01,-8.383881176951173478e-03,7.576122752214497496e+02,3.082142872039228543e-02,nan,8.344070755877721624e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.857356748519629832e+02,5.782330222771502548e+01,-2.343618136576085254e-02,2.099923568913965028e+03,1.150590792739691892e-02,nan,2.280420426169727932e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.305169444631233588e+01,6.114530407748401331e+01,-4.963434300321587118e-03,4.525888293438227947e+02,1.105536357875765985e-01,nan,2.187437095172210277e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.289915810487328542e+02,6.334196779627403373e+01,-7.442543190975338223e-03,6.736670579518324757e+02,5.287689015821905869e-02,nan,1.307910183143370730e+01,1.000000000000000000e+00
5.000000000000000000e+00,2.042974232931261724e+02,7.107068788739098864e+01,-7.490398261988376848e-03,6.779346052021201103e+02,5.265733569027564176e-02,nan,2.280420426169727932e+01,1.000000000000000000e+00
5.000000000000000000e+00,7.113947171455662044e+01,7.276769888389091534e+01,-9.585192166549979728e-03,8.647409723872300447e+02,3.184479235842208045e-02,nan,5.448687176742398997e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.701673550386688305e+02,7.817976582266349794e+01,-9.882186417874814013e-03,8.912258772000807312e+02,1.338768688263494155e-01,nan,1.297475493294607851e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.082955405870977756e+02,8.286586678730334654e+01,-1.590113558843071415e-02,1.427974636290387252e+03,1.751519683381963510e-02,nan,1.424617944986117557e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.223672315549532641e+02,8.508873480471264372e+01,-5.307853923069087709e-03,4.833029623058392303e+02,9.587278163181534030e-02,nan,1.424617944986117557e+01,1.000000000000000000e+00
5.000000000000000000e+00,8.787630361306683824e+01,9.089788177443655570e+01,-8.250568106130165211e-03,7.457238835261456416e+02,3.241286567126488993e-02,nan,8.194111748255968664e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.649944552409802441e+02,9.007873104040751855e+01,-8.432997350178840154e-03,7.619922831404699082e+02,4.070208544724840394e-02,nan,1.297475493294607851e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.887921185958266221e+02,1.060639513660111106e+02,-1.174981406099441864e-02,1.057774354597276897e+03,2.660562608785388417e-02,nan,1.149018570954741136e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.379927946283311542e+02,1.169642127383684596e+02,-2.040561543914446718e-01,1.820697874437850987e+04,6.652047052535969840e-03,nan,1.368521592884127713e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.246152894372035433e+02,1.198499517910835266e+02,-1.460020369232368706e-02,1.311962096375225428e+03,5.268668293102185540e-02,nan,8.068682818235190624e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.660389649021675496e+02,1.315483474518470359e+02,-1.512945309478410001e-02,1.359158700295653034e+03,2.951968399158100276e-02,nan,6.166253895358383197e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.126675806120135803e+02,1.394026164359499376e+02,-2.068923451432243960e-02,1.854960491137978806e+03,3.475890671555137423e-02,nan,6.759661136599412146e+00,1.000000000000000000e+00
5.000000000000000000e+00,3.260570756402653814e+01,1.445905814819287230e+02,-4.647104465814037508e-03,4.243796450952228270e+02,9.443815332743954460e-02,nan,1.500586326460201647e+01,1.000000000000000000e+00
