frame_indices,x_coords,y_coords,contrasts,calibrated_values,fit_errors,diffblur_errors,neareast_neighbour_distances,selections
5.000000000000000000e+00,2.012948765842076568e+02,1.339266823556835462e+01,-5.419379827020642283e-03,4.741089543202404570e+02,9.296540800779640179e-02,nan,1.279672145159438834e+01,1.000000000000000000e+00
5.000000000000000000e+00,1.373094957906899651e+02,1.532859299792506214e+01,-1.132832209121309268e-02,1.053985887095775297e+03,7.404081843279430863e-02,nan,4.699862374158715106e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.613541001341112349e+02,1.837390170020654168e+01,-9.515037841637378341e-03,8.760383523456022203e+02,1.461567069143627773e-01,nan,1.125146109609504030e+01,1.000000000000000000e+00
5.000000000000000000e+00,3.368385203969211972e+01,1.993607206091817829e+01,-6.025566470465453482e-03,5.335973764055954689e+02,9.422930632953874230e-02,nan,5.558846078112697597e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.530145154222867099e+01,2.460911406969229276e+01,-5.874530133851806578e-03,5.187753518033388218e+02,1.259226682869204472e-01,nan,7.345808710935770591e+00,1.000000000000000000e+00
5.000000000000000000e+00,5.539939935831767315e+01,2.409608621194016820e+01,-2.660336194356579566e-03,2.033488609616775022e+02,2.954623979611851192e-01,nan,8.992630814221728386e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.254471446023007815e+02,2.494844125047710648e+01,-4.814598969505591054e-03,4.147584897231533887e+02,1.076940591956679905e-01,nan,9.877462918418077109e+00,1.000000000000000000e+00
5.000000000000000000e+00,2.727235717509924839e+01,3.272968990931702393e+01,-1.217439192648082924e-02,1.137015363278346967e+03,1.447013711775404499e-01,nan,6.175348445947713039e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.261601755079689298e+02,3.480013453804377832e+01,-6.575008408407034995e-03,5.875171291238686990e+02,5.657246288408246393e-02,nan,7.313901875718924472e+00,1.000000000000000000e+00
5.000000000000000000e+00,1.373131705960726947e+02,3.862152767965290678e+01,-7.971114217927455226e-03,7.245246540680046792e+02,8.748547474284618097e-02,nan,5.244838672754458919e+00,1.000000000000000000e+00
